date,normal_consume,consumption_in_period,autoconsume,temp,feels_like,temp_min,temp_max,humidity,rain_1h,clouds_all,weather_description,dew_point,day,month,year,day_of_week,hour,isFeriado,hour_str,Data,is_weekend,Estacao_do_Ano,vacaciones,consumo_total,taxa_autoconsumo,hora_partida,injection_tentativa,is_sunny
2023-01-03 03:00:00,0.0,0.259,0.0,7.36,5.4,5.26,7.37,91,0.0,100,3,5.5,3,1,2023,1,3,0,3,2023-01-03,False,0,0,0.26,0.0,0,-0.26,0
2023-01-03 04:00:00,0.0,0.247,0.0,6.82,4.76,6.72,6.82,92,0.0,98,3,5.13,3,1,2023,1,4,0,4,2023-01-03,False,0,0,0.25,0.0,0,-0.25,0
2023-01-03 05:00:00,0.0,0.263,0.0,7.33,5.4,4.71,7.37,92,0.0,85,3,5.66,3,1,2023,1,5,0,5,2023-01-03,False,0,0,0.26,0.0,0,-0.26,0
2023-01-03 06:00:00,0.0,0.274,0.0,7.88,6.1,4.71,7.93,89,0.0,100,3,5.73,3,1,2023,1,6,0,6,2023-01-03,False,0,0,0.27,0.0,0,-0.27,0
2023-01-03 07:00:00,0.0,0.813,0.0,7.88,6.1,4.15,7.93,88,0.0,100,3,5.57,3,1,2023,1,7,0,7,2023-01-03,False,0,0,0.81,0.0,1,-0.81,0
2023-01-03 08:00:00,0.301,0.0,0.081,7.86,6.05,4.15,7.93,86,0.0,100,3,5.23,3,1,2023,1,8,0,8,2023-01-03,False,0,0,0.38,0.21,1,-0.22,0
2023-01-03 09:00:00,0.0,0.0,0.325,8.42,6.78,4.15,8.48,86,0.0,100,3,5.77,3,1,2023,1,9,0,9,2023-01-03,False,0,0,0.32,1.02,1,0.32,1
2023-01-03 10:00:00,0.0,0.0,0.271,10.51,9.68,6.12,10.7,79,0.0,38,4,6.59,3,1,2023,1,10,0,10,2023-01-03,False,0,0,0.27,1.0,1,0.27,1
2023-01-03 11:00:00,0.0,0.0,0.261,11.24,10.4,8.43,11.26,76,0.0,10,0,6.71,3,1,2023,1,11,0,11,2023-01-03,False,0,0,0.26,1.0,1,0.26,1
2023-01-03 12:00:00,0.368,0.0,0.614,12.78,11.89,9.45,12.93,68,0.0,34,4,6.59,3,1,2023,1,12,0,12,2023-01-03,False,0,0,0.98,0.63,1,0.25,1
2023-01-03 13:00:00,0.06,0.0,0.495,12.83,12.0,10.1,12.93,70,0.0,66,2,7.04,3,1,2023,1,13,0,13,2023-01-03,False,0,0,0.55,0.9,1,0.44,1
2023-01-03 14:00:00,0.0,0.0,0.255,13.0,12.05,12.23,13.82,65,0.0,99,3,6.1,3,1,2023,1,14,0,14,2023-01-03,False,0,0,0.26,0.98,1,0.26,1
2023-01-03 15:00:00,0.023,0.0,0.221,13.0,12.13,10.26,14.82,68,0.0,100,3,6.73,3,1,2023,1,15,0,15,2023-01-03,False,0,0,0.24,0.92,1,0.2,1
2023-01-03 16:00:00,0.175,0.0,0.065,12.46,11.62,11.38,13.82,71,0.0,97,3,6.85,3,1,2023,1,16,0,16,2023-01-03,False,0,0,0.24,0.27,1,-0.11,1
2023-01-03 17:00:00,0.23,0.0,0.0,11.9,11.03,11.68,12.82,72,0.0,94,3,6.53,3,1,2023,1,17,0,17,2023-01-03,False,0,0,0.23,0.0,1,-0.23,1
2023-01-03 18:00:00,0.858,0.0,0.0,11.19,10.45,10.01,11.26,80,0.0,81,2,7.4,3,1,2023,1,18,0,18,2023-01-03,False,0,0,0.86,0.0,1,-0.86,0
2023-01-03 19:00:00,0.843,0.0,0.0,10.11,9.32,9.23,10.15,82,0.0,47,4,6.71,3,1,2023,1,19,0,19,2023-01-03,False,0,0,0.84,0.0,0,-0.84,0
2023-01-03 20:00:00,0.463,0.0,0.0,9.43,9.43,7.72,9.59,84,0.0,35,4,6.41,3,1,2023,1,20,0,20,2023-01-03,False,0,0,0.46,0.0,0,-0.46,0
2023-01-03 21:00:00,0.854,0.0,0.0,9.9,9.23,7.57,10.15,84,0.0,19,1,6.89,3,1,2023,1,21,0,21,2023-01-03,False,0,0,0.85,0.0,0,-0.85,0
2023-01-03 22:00:00,0.0,1.514,0.0,9.39,8.9,7.01,9.59,84,0.0,18,1,6.38,3,1,2023,1,22,0,22,2023-01-03,False,0,0,1.51,0.0,0,-1.51,0
2023-01-03 23:00:00,0.0,0.609,0.0,9.37,8.86,6.45,9.59,79,0.0,10,0,5.48,3,1,2023,1,23,0,23,2023-01-03,False,0,0,0.61,0.0,0,-0.61,0
2023-01-04 00:00:00,0.0,0.592,0.0,8.64,7.98,5.9,9.04,83,0.0,18,1,5.46,4,1,2023,2,0,0,0,2023-01-04,False,0,0,0.59,0.0,0,-0.59,0
2023-01-04 01:00:00,0.0,0.579,0.0,8.79,8.01,4.15,9.04,82,0.0,17,1,5.41,4,1,2023,2,1,0,1,2023-01-04,False,0,0,0.58,0.0,0,-0.58,0
2023-01-04 02:00:00,0.0,0.531,0.0,8.88,7.89,3.6,9.04,77,0.0,39,4,4.61,4,1,2023,2,2,0,2,2023-01-04,False,0,0,0.53,0.0,0,-0.53,0
2023-01-04 03:00:00,0.0,0.264,0.0,8.35,7.14,4.15,8.48,81,0.0,66,2,4.82,4,1,2023,2,3,0,3,2023-01-04,False,0,0,0.26,0.0,0,-0.26,0
2023-01-04 04:00:00,0.0,0.266,0.0,8.87,7.71,4.71,9.04,77,0.0,23,1,4.61,4,1,2023,2,4,0,4,2023-01-04,False,0,0,0.27,0.0,0,-0.27,0
2023-01-04 05:00:00,0.0,0.265,0.0,8.87,7.68,4.71,9.04,75,0.0,25,4,4.23,4,1,2023,2,5,0,5,2023-01-04,False,0,0,0.26,0.0,0,-0.26,0
2023-01-04 06:00:00,0.0,0.299,0.0,8.87,7.59,4.15,9.04,75,0.0,44,4,4.22,4,1,2023,2,6,0,6,2023-01-04,False,0,0,0.3,0.0,0,-0.3,0
2023-01-04 07:00:00,0.0,1.245,0.0,6.4,4.65,4.15,6.82,97,0.0,56,2,5.27,4,1,2023,2,7,0,7,2023-01-04,False,0,0,1.25,0.0,1,-1.25,0
2023-01-04 08:00:00,0.369,0.0,0.092,6.3,4.46,4.15,6.82,97,0.0,70,2,5.17,4,1,2023,2,8,0,8,2023-01-04,False,0,0,0.46,0.2,1,-0.28,0
2023-01-04 09:00:00,0.0,0.0,0.367,9.95,8.61,4.15,10.15,69,0.0,53,2,4.08,4,1,2023,2,9,0,9,2023-01-04,False,0,0,0.37,0.99,1,0.37,1
2023-01-04 10:00:00,0.0,0.0,0.367,11.66,10.58,7.79,11.82,65,0.0,18,1,4.88,4,1,2023,2,10,0,10,2023-01-04,False,0,0,0.37,0.99,1,0.37,1
2023-01-04 11:00:00,0.0,0.0,0.361,13.34,12.3,8.9,13.48,60,0.0,5,0,5.31,4,1,2023,2,11,0,11,2023-01-04,False,0,0,0.36,1.0,1,0.36,1
2023-01-04 12:00:00,0.0,0.0,0.281,13.97,13.15,11.68,14.04,66,0.0,4,0,7.28,4,1,2023,2,12,0,12,2023-01-04,False,0,0,0.28,1.0,1,0.28,1
2023-01-04 13:00:00,0.0,0.0,0.252,14.08,13.35,12.79,14.82,69,0.0,4,0,8.0,4,1,2023,2,13,0,13,2023-01-04,False,0,0,0.25,1.01,1,0.25,1
2023-01-04 14:00:00,0.0,0.0,0.288,14.65,13.84,12.49,15.82,64,0.0,3,0,7.43,4,1,2023,2,14,0,14,2023-01-04,False,0,0,0.29,0.99,1,0.29,1
2023-01-04 15:00:00,0.204,0.0,0.324,14.6,13.87,14.45,15.34,67,0.0,3,0,8.08,4,1,2023,2,15,0,15,2023-01-04,False,0,0,0.53,0.61,1,0.12,1
2023-01-04 16:00:00,0.21,0.0,0.042,14.5,13.81,13.6,14.79,69,0.0,6,0,8.43,4,1,2023,2,16,0,16,2023-01-04,False,0,0,0.25,0.17,1,-0.17,1
2023-01-04 17:00:00,0.304,0.0,0.0,13.81,13.07,10.82,14.23,70,0.0,6,0,7.98,4,1,2023,2,17,0,17,2023-01-04,False,0,0,0.3,0.0,1,-0.3,1
2023-01-04 18:00:00,1.174,0.0,0.0,12.77,12.01,11.21,12.93,73,0.0,1,0,7.62,4,1,2023,2,18,0,18,2023-01-04,False,0,0,1.17,0.0,1,-1.17,0
2023-01-04 19:00:00,1.826,0.0,0.0,12.09,11.31,9.72,12.37,75,0.0,2,0,7.36,4,1,2023,2,19,0,19,2023-01-04,False,0,0,1.83,0.0,0,-1.83,0
2023-01-04 20:00:00,1.262,0.0,0.0,11.56,10.83,9.45,11.82,79,0.0,0,0,7.61,4,1,2023,2,20,0,20,2023-01-04,False,0,0,1.26,0.0,0,-1.26,0
2023-01-04 21:00:00,0.808,0.0,0.0,11.06,10.44,8.99,11.26,85,0.0,1,0,8.19,4,1,2023,2,21,0,21,2023-01-04,False,0,0,0.81,0.0,0,-0.81,0
2023-01-04 22:00:00,0.0,0.662,0.0,10.46,9.81,8.12,10.7,86,0.0,0,0,7.77,4,1,2023,2,22,0,22,2023-01-04,False,0,0,0.66,0.0,0,-0.66,0
2023-01-04 23:00:00,0.0,0.472,0.0,9.89,9.14,7.57,10.15,84,0.0,0,0,6.88,4,1,2023,2,23,0,23,2023-01-04,False,0,0,0.47,0.0,0,-0.47,0
2023-01-05 00:00:00,0.0,0.418,0.0,10.26,9.43,6.72,10.7,80,0.0,0,0,6.56,5,1,2023,3,0,0,0,2023-01-05,False,0,0,0.42,0.0,0,-0.42,0
2023-01-05 01:00:00,0.0,0.361,0.0,6.21,4.55,5.72,7.79,92,0.0,0,0,4.56,5,1,2023,3,1,0,1,2023-01-05,False,0,0,0.36,0.0,0,-0.36,0
2023-01-05 02:00:00,0.0,0.357,0.0,7.69,6.21,7.32,8.34,91,0.0,0,0,5.81,5,1,2023,3,2,0,2,2023-01-05,False,0,0,0.36,0.0,0,-0.36,0
2023-01-05 03:00:00,0.0,0.319,0.0,7.69,6.17,7.32,7.82,93,0.0,0,0,6.13,5,1,2023,3,3,0,3,2023-01-05,False,0,0,0.32,0.0,0,-0.32,0
2023-01-05 04:00:00,0.0,0.308,0.0,6.77,5.16,6.72,7.23,94,0.0,0,0,5.39,5,1,2023,3,4,0,4,2023-01-05,False,0,0,0.31,0.0,0,-0.31,0
2023-01-05 05:00:00,0.0,0.303,0.0,5.15,3.32,4.72,6.77,95,0.0,0,0,3.97,5,1,2023,3,5,0,5,2023-01-05,False,0,0,0.3,0.0,0,-0.3,0
2023-01-05 06:00:00,0.0,0.308,0.0,5.85,4.08,5.72,7.23,94,0.0,0,0,4.48,5,1,2023,3,6,0,6,2023-01-05,False,0,0,0.31,0.0,0,-0.31,0
2023-01-05 07:00:00,0.0,0.829,0.0,6.67,5.05,6.21,6.82,95,0.0,1,0,5.42,5,1,2023,3,7,0,7,2023-01-05,False,0,0,0.83,0.0,1,-0.83,0
2023-01-05 08:00:00,0.381,0.0,0.094,5.75,4.01,5.66,6.12,94,0.0,2,0,4.37,5,1,2023,3,8,0,8,2023-01-05,False,0,0,0.48,0.2,1,-0.29,0
2023-01-05 09:00:00,0.0,0.0,0.335,7.48,5.65,6.21,7.82,92,0.0,2,0,5.74,5,1,2023,3,9,0,9,2023-01-05,False,0,0,0.34,0.99,1,0.34,1
2023-01-05 10:00:00,0.336,0.0,0.616,12.19,10.98,8.34,12.37,58,0.0,0,0,3.76,5,1,2023,3,10,0,10,2023-01-05,False,0,0,0.95,0.65,1,0.28,1
2023-01-05 11:00:00,0.0,0.0,0.337,13.34,12.24,9.45,13.48,58,0.0,0,0,4.83,5,1,2023,3,11,0,11,2023-01-05,False,0,0,0.34,0.99,1,0.34,1
2023-01-05 12:00:00,0.057,0.0,0.424,13.96,13.0,10.82,14.04,61,0.0,0,0,6.11,5,1,2023,3,12,0,12,2023-01-05,False,0,0,0.48,0.88,1,0.37,1
2023-01-05 13:00:00,0.0,0.0,0.343,14.46,13.58,11.93,14.59,62,0.0,0,0,6.81,5,1,2023,3,13,0,13,2023-01-05,False,0,0,0.34,1.01,1,0.34,1
2023-01-05 14:00:00,0.0,0.0,0.292,14.69,13.96,14.45,15.82,67,0.0,0,0,8.15,5,1,2023,3,14,0,14,2023-01-05,False,0,0,0.29,1.01,1,0.29,1
2023-01-05 15:00:00,0.0,0.0,0.293,14.18,13.14,13.04,15.82,57,0.0,2,0,5.31,5,1,2023,3,15,0,15,2023-01-05,False,0,0,0.29,1.01,1,0.29,1
2023-01-05 16:00:00,0.247,0.0,0.049,14.11,13.14,11.77,15.82,60,0.0,0,0,5.98,5,1,2023,3,16,0,16,2023-01-05,False,0,0,0.3,0.16,1,-0.2,1
2023-01-05 17:00:00,0.321,0.0,0.0,12.46,11.46,11.21,13.82,65,0.0,0,0,5.59,5,1,2023,3,17,0,17,2023-01-05,False,0,0,0.32,0.0,1,-0.32,1
2023-01-05 18:00:00,0.89,0.0,0.0,11.6,10.62,9.72,11.82,69,0.0,0,0,5.68,5,1,2023,3,18,0,18,2023-01-05,False,0,0,0.89,0.0,1,-0.89,0
2023-01-05 19:00:00,1.752,0.0,0.0,10.49,9.5,8.72,10.7,73,0.0,2,0,5.42,5,1,2023,3,19,0,19,2023-01-05,False,0,0,1.75,0.0,0,-1.75,0
2023-01-05 20:00:00,0.817,0.0,0.0,9.58,9.11,7.79,9.82,78,0.0,0,0,5.46,5,1,2023,3,20,0,20,2023-01-05,False,0,0,0.82,0.0,0,-0.82,0
2023-01-05 21:00:00,1.256,0.0,0.0,9.0,8.16,7.57,9.04,81,0.0,0,0,5.44,5,1,2023,3,21,0,21,2023-01-05,False,0,0,1.26,0.0,0,-1.26,0
2023-01-05 22:00:00,0.0,2.771,0.0,8.48,7.5,6.12,8.82,83,0.0,0,0,5.27,5,1,2023,3,22,0,22,2023-01-05,False,0,0,2.77,0.0,0,-2.77,0
2023-01-05 23:00:00,0.0,2.215,0.0,7.1,5.92,3.6,7.82,92,0.0,1,0,5.19,5,1,2023,3,23,0,23,2023-01-05,False,0,0,2.22,0.0,0,-2.22,0
2023-01-06 00:00:00,0.0,1.78,0.0,7.87,6.85,5.34,7.93,85,0.0,2,0,5.03,6,1,2023,4,0,0,0,2023-01-06,False,0,0,1.78,0.0,0,-1.78,0
2023-01-06 01:00:00,0.0,0.95,0.0,6.69,5.52,4.79,6.82,92,0.0,5,0,4.99,6,1,2023,4,1,0,1,2023-01-06,False,0,0,0.95,0.0,0,-0.95,0
2023-01-06 02:00:00,0.0,0.713,0.0,6.59,5.45,4.23,6.82,93,0.0,11,1,5.03,6,1,2023,4,2,0,2,2023-01-06,False,0,0,0.71,0.0,0,-0.71,0
2023-01-06 03:00:00,0.0,0.47,0.0,6.77,5.47,5.66,6.82,95,0.0,18,1,5.54,6,1,2023,4,3,0,3,2023-01-06,False,0,0,0.47,0.0,0,-0.47,0
2023-01-06 04:00:00,0.0,0.497,0.0,6.29,4.87,2.49,6.82,94,0.0,39,4,4.58,6,1,2023,4,4,0,4,2023-01-06,False,0,0,0.5,0.0,0,-0.5,0
2023-01-06 05:00:00,0.0,0.443,0.0,5.57,3.86,3.04,5.82,94,0.0,60,2,3.99,6,1,2023,4,5,0,5,2023-01-06,False,0,0,0.44,0.0,0,-0.44,0
2023-01-06 06:00:00,0.0,0.792,0.0,5.7,3.99,3.9,5.82,90,0.0,42,4,3.7,6,1,2023,4,6,0,6,2023-01-06,False,0,0,0.79,0.0,0,-0.79,0
2023-01-06 07:00:00,0.0,1.763,0.0,5.7,3.92,5.1,5.82,92,0.0,54,2,4.02,6,1,2023,4,7,0,7,2023-01-06,False,0,0,1.76,0.0,1,-1.76,0
2023-01-06 08:00:00,0.947,0.0,0.074,5.69,3.84,3.6,5.82,89,0.0,66,2,3.53,6,1,2023,4,8,0,8,2023-01-06,False,0,0,1.02,0.07,1,-0.87,0
2023-01-06 09:00:00,0.245,0.0,0.406,4.64,2.16,3.6,5.82,94,0.0,74,2,3.25,6,1,2023,4,9,0,9,2023-01-06,False,0,0,0.65,0.62,1,0.16,1
2023-01-06 10:00:00,0.164,0.0,0.421,5.7,3.3,5.7,6.82,92,0.0,75,2,4.02,6,1,2023,4,10,0,10,2023-01-06,False,0,0,0.58,0.73,1,0.26,1
2023-01-06 11:00:00,0.052,0.0,0.449,8.48,6.87,8.48,8.82,91,0.0,86,3,6.61,6,1,2023,4,11,0,11,2023-01-06,False,0,0,0.5,0.9,1,0.4,1
2023-01-06 12:00:00,0.067,0.0,0.394,10.21,9.4,10.15,10.82,81,0.0,89,3,6.6,6,1,2023,4,12,0,12,2023-01-06,False,0,0,0.46,0.86,1,0.33,1
2023-01-06 13:00:00,0.018,0.0,0.436,10.79,10.07,10.57,12.01,82,0.0,90,3,7.35,6,1,2023,4,13,0,13,2023-01-06,False,0,0,0.45,0.97,1,0.42,1
2023-01-06 14:00:00,0.0,0.0,0.444,11.4,10.71,11.26,13.12,81,0.0,96,3,7.75,6,1,2023,4,14,0,14,2023-01-06,False,0,0,0.44,1.01,1,0.44,1
2023-01-06 15:00:00,0.222,0.0,0.223,10.98,10.27,10.7,13.82,82,0.0,97,3,7.5,6,1,2023,4,15,0,15,2023-01-06,False,0,0,0.44,0.51,1,0.0,1
2023-01-06 16:00:00,0.457,0.0,0.046,11.44,10.75,10.1,13.82,81,0.0,97,3,7.77,6,1,2023,4,16,0,16,2023-01-06,False,0,0,0.5,0.09,1,-0.41,1
