date,normal_consume,consumption_in_period,autoconsume,injection,temp,feels_like,temp_min,temp_max,humidity,rain_1h,clouds_all,weather_description,dew_point,day,month,year,day_of_week,hour,isFeriado,hour_str,Data,is_weekend,Estacao_do_Ano,vacaciones,consumo_total,taxa_autoconsumo,hora_partida,injection_tentativa,is_sunny
2021-10-30 10:00:00,0.246,0.0,0.312,2,17.85,18.04,16.12,17.93,90,0.0,99,3,15.71,30,10,2021,5,10,0,10,2021-10-30,True,3,0,0.56,0.56,1,0.07,1
2021-10-30 11:00:00,0.847,0.0,0.432,1,17.39,17.51,17.23,18.12,89,0.0,100,3,15.07,30,10,2021,5,11,0,11,2021-10-30,True,3,0,1.28,0.34,1,-0.42,1
2021-10-30 12:00:00,1.089,0.0,0.305,1,17.43,17.53,17.37,18.44,88,0.0,100,3,14.93,30,10,2021,5,12,0,12,2021-10-30,True,3,0,1.39,0.22,1,-0.78,1
2021-10-30 13:00:00,1.024,0.0,0.372,1,18.52,18.62,17.23,19.54,84,0.0,97,3,15.28,30,10,2021,5,13,0,13,2021-10-30,True,3,0,1.4,0.27,1,-0.65,1
2021-10-30 14:00:00,1.221,0.0,0.339,1,19.01,19.08,17.57,19.04,81,0.0,100,3,15.2,30,10,2021,5,14,0,14,2021-10-30,True,3,0,1.56,0.22,1,-0.88,1
2021-10-30 15:00:00,0.777,0.0,0.147,0,18.43,18.47,17.33,18.48,82,0.0,99,3,14.83,30,10,2021,5,15,0,15,2021-10-30,True,3,0,0.92,0.16,1,-0.63,1
2021-10-30 16:00:00,0.687,0.0,0.108,0,17.91,17.98,17.23,17.93,85,0.15,99,5,14.87,30,10,2021,5,16,0,16,2021-10-30,True,3,0,0.8,0.13,1,-0.58,1
2021-10-30 17:00:00,0.818,0.0,0.071,0,17.89,17.98,17.01,17.93,86,0.13,95,5,15.04,30,10,2021,5,17,0,17,2021-10-30,True,3,0,0.89,0.08,1,-0.75,1
2021-10-30 18:00:00,0.842,0.0,0.01,0,17.31,17.37,16.45,17.37,87,0.0,80,2,14.66,30,10,2021,5,18,0,18,2021-10-30,True,3,0,0.85,0.01,1,-0.83,0
2021-10-30 19:00:00,0.848,0.0,0.0,0,16.8,16.89,15.9,17.33,90,0.0,92,3,14.67,30,10,2021,5,19,0,19,2021-10-30,True,3,0,0.85,0.0,0,-0.85,0
2021-10-30 20:00:00,0.619,0.0,0.0,0,16.8,16.89,15.9,17.33,90,0.0,95,3,14.67,30,10,2021,5,20,0,20,2021-10-30,True,3,0,0.62,0.0,0,-0.62,0
2021-10-30 21:00:00,0.604,0.0,0.0,0,16.87,16.99,15.9,17.89,91,0.0,100,3,14.9,30,10,2021,5,21,0,21,2021-10-30,True,3,0,0.6,0.0,0,-0.6,0
2021-10-30 22:00:00,0.711,0.0,0.0,0,16.87,16.96,15.9,17.72,90,0.14,97,5,14.72,30,10,2021,5,22,0,22,2021-10-30,True,3,0,0.71,0.0,0,-0.71,0
2021-10-30 23:00:00,0.694,0.0,0.0,0,16.8,16.86,15.9,17.33,89,0.59,94,5,14.49,30,10,2021,5,23,0,23,2021-10-30,True,3,0,0.69,0.0,0,-0.69,0
2021-10-31 00:00:00,0.721,0.0,0.0,0,16.37,16.49,16.26,18.34,93,0.93,100,5,14.73,31,10,2021,6,0,0,0,2021-10-31,True,3,0,0.72,0.0,0,-0.72,0
2021-10-31 01:00:00,1.18,0.0,0.0,0,17.92,18.2,17.32,17.93,93,1.15,100,6,16.29,31,10,2021,6,1,0,1,2021-10-31,True,3,0,1.18,0.0,0,-1.18,0
2021-10-31 02:00:00,0.493,0.0,0.0,0,18.41,18.73,16.45,18.48,93,1.42,99,6,16.77,31,10,2021,6,2,0,2,2021-10-31,True,3,0,0.49,0.0,0,-0.49,0
2021-10-31 03:00:00,0.493,0.0,0.0,0,18.41,18.73,17.32,18.48,93,1.1,95,6,16.77,31,10,2021,6,3,0,3,2021-10-31,True,3,0,0.49,0.0,0,-0.49,0
2021-10-31 04:00:00,0.457,0.0,0.0,0,18.41,18.73,17.32,18.68,93,0.6,100,5,16.77,31,10,2021,6,4,0,4,2021-10-31,True,3,0,0.46,0.0,0,-0.46,0
2021-10-31 05:00:00,0.457,0.0,0.0,0,18.49,18.82,18.34,18.72,93,3.08,100,6,16.84,31,10,2021,6,5,0,5,2021-10-31,True,3,0,0.46,0.0,0,-0.46,0
2021-10-31 06:00:00,0.458,0.0,0.0,0,19.03,19.42,18.34,19.04,93,4.05,100,7,17.39,31,10,2021,6,6,0,6,2021-10-31,True,3,0,0.46,0.0,0,-0.46,0
2021-10-31 07:00:00,0.45,0.0,0.002,0,18.99,19.37,17.88,19.23,93,2.6,100,6,17.35,31,10,2021,6,7,0,7,2021-10-31,True,3,0,0.45,0.0,1,-0.45,0
2021-10-31 08:00:00,0.657,0.0,0.006,0,19.43,19.86,17.72,19.59,93,2.45,100,6,17.8,31,10,2021,6,8,0,8,2021-10-31,True,3,0,0.66,0.01,1,-0.65,1
2021-10-31 09:00:00,0.666,0.0,0.036,0,18.98,19.36,17.88,19.23,93,2.88,100,6,17.34,31,10,2021,6,9,0,9,2021-10-31,True,3,0,0.7,0.05,1,-0.63,1
2021-10-31 10:00:00,0.646,0.0,0.096,0,18.93,19.31,17.72,19.23,93,1.66,100,6,17.31,31,10,2021,6,10,0,10,2021-10-31,True,3,0,0.74,0.13,1,-0.55,1
2021-10-31 11:00:00,0.791,0.0,0.175,0,18.93,19.31,17.72,19.04,93,0.5,98,5,17.3,31,10,2021,6,11,0,11,2021-10-31,True,3,0,0.97,0.18,1,-0.62,1
2021-10-31 12:00:00,1.888,0.0,0.222,0,17.85,18.12,16.68,17.93,93,0.23,100,5,16.23,31,10,2021,6,12,0,12,2021-10-31,True,3,0,2.11,0.11,1,-1.67,1
2021-10-31 13:00:00,0.823,0.0,0.159,0,16.88,17.05,16.68,17.72,93,0.49,96,5,15.25,31,10,2021,6,13,0,13,2021-10-31,True,3,0,0.98,0.16,1,-0.66,1
2021-10-31 14:00:00,1.59,0.0,0.074,0,16.82,16.99,16.12,17.57,93,0.31,97,5,15.2,31,10,2021,6,14,0,14,2021-10-31,True,3,0,1.66,0.04,1,-1.52,1
2021-10-31 15:00:00,1.094,0.0,0.047,0,16.82,16.99,16.12,17.32,93,0.31,94,5,15.2,31,10,2021,6,15,0,15,2021-10-31,True,3,0,1.14,0.04,1,-1.05,1
2021-10-31 16:00:00,0.447,0.0,0.011,0,16.8,16.96,16.12,17.01,93,0.44,100,5,15.18,31,10,2021,6,16,0,16,2021-10-31,True,3,0,0.46,0.02,1,-0.44,1
2021-10-31 17:00:00,0.51,0.0,0.0,0,16.8,16.96,15.57,16.82,93,0.6,100,5,15.18,31,10,2021,6,17,0,17,2021-10-31,True,3,0,0.51,0.0,1,-0.51,1
2021-10-31 18:00:00,0.536,0.0,0.0,0,15.69,15.74,15.01,15.72,93,1.3,100,6,14.08,31,10,2021,6,18,0,18,2021-10-31,True,3,0,0.54,0.0,1,-0.54,0
2021-10-31 19:00:00,0.614,0.0,0.0,0,15.67,15.72,14.45,15.72,93,3.19,100,6,14.06,31,10,2021,6,19,0,19,2021-10-31,True,3,0,0.61,0.0,0,-0.61,0
2021-10-31 20:00:00,0.701,0.0,0.0,0,15.17,15.17,14.45,15.72,93,2.78,100,6,13.55,31,10,2021,6,20,0,20,2021-10-31,True,3,0,0.7,0.0,0,-0.7,0
2021-10-31 21:00:00,1.414,0.0,0.0,0,15.15,15.15,15.01,15.34,93,1.84,100,6,13.53,31,10,2021,6,21,0,21,2021-10-31,True,3,0,1.41,0.0,0,-1.41,0
2021-10-31 22:00:00,0.8,0.0,0.0,0,15.68,15.73,14.79,15.72,93,0.74,100,5,14.07,31,10,2021,6,22,0,22,2021-10-31,True,3,0,0.8,0.0,0,-0.8,0
2021-10-31 23:00:00,0.71,0.0,0.0,0,15.67,15.75,14.45,15.72,94,0.24,100,5,14.22,31,10,2021,6,23,0,23,2021-10-31,True,3,0,0.71,0.0,0,-0.71,0
2021-11-01 00:00:00,0.891,0.0,0.0,0,14.59,14.56,14.23,14.72,94,0.25,88,5,13.15,1,11,2021,0,0,1,0,2021-11-01,False,3,0,0.89,0.0,0,-0.89,0
2021-11-01 01:00:00,0.64,0.0,0.0,0,14.04,13.95,13.68,14.04,94,0.19,98,5,12.59,1,11,2021,0,1,1,1,2021-11-01,False,3,0,0.64,0.0,0,-0.64,0
2021-11-01 02:00:00,0.558,0.0,0.0,0,14.0,13.91,13.12,14.04,94,0.0,40,4,12.57,1,11,2021,0,2,1,2,2021-11-01,False,3,0,0.56,0.0,0,-0.56,0
2021-11-01 03:00:00,0.547,0.0,0.0,0,13.49,13.35,12.57,13.72,94,0.0,44,4,12.05,1,11,2021,0,3,1,3,2021-11-01,False,3,0,0.55,0.0,0,-0.55,0
2021-11-01 04:00:00,0.55,0.0,0.0,0,13.48,13.34,12.79,13.72,94,0.0,36,4,12.05,1,11,2021,0,4,1,4,2021-11-01,False,3,0,0.55,0.0,0,-0.55,0
2021-11-01 05:00:00,0.575,0.0,0.0,0,12.41,12.16,11.45,13.43,94,0.0,28,4,10.99,1,11,2021,0,5,1,5,2021-11-01,False,3,0,0.57,0.0,0,-0.57,0
2021-11-01 06:00:00,0.642,0.0,0.0,0,11.82,11.51,11.68,12.32,94,0.0,53,2,10.4,1,11,2021,0,6,1,6,2021-11-01,False,3,0,0.64,0.0,0,-0.64,0
2021-11-01 07:00:00,0.545,0.0,0.088,0,11.78,11.47,9.79,12.32,94,0.0,65,2,10.37,1,11,2021,0,7,1,7,2021-11-01,False,3,0,0.63,0.14,1,-0.46,0
2021-11-01 08:00:00,0.296,0.0,0.271,1,11.79,11.48,9.79,14.0,94,0.0,64,2,10.38,1,11,2021,0,8,1,8,2021-11-01,False,3,0,0.57,0.48,1,-0.02,1
2021-11-01 09:00:00,0.314,0.0,0.196,0,13.05,12.87,11.45,15.11,94,0.0,62,2,11.59,1,11,2021,0,9,1,9,2021-11-01,False,3,0,0.51,0.38,1,-0.12,1
2021-11-01 10:00:00,0.109,0.0,0.439,2,14.18,14.06,13.12,15.72,92,0.14,69,5,12.39,1,11,2021,0,10,1,10,2021-11-01,False,3,0,0.55,0.8,1,0.33,1
2021-11-01 11:00:00,0.026,0.0,0.524,3,13.81,13.54,13.48,18.44,88,0.25,74,5,11.33,1,11,2021,0,11,1,11,2021-11-01,False,3,0,0.55,0.95,1,0.5,1
2021-11-01 12:00:00,0.325,0.0,0.327,2,15.24,14.93,14.79,16.78,81,0.0,63,2,11.51,1,11,2021,0,12,1,12,2021-11-01,False,3,0,0.65,0.5,1,0.0,1
2021-11-01 13:00:00,0.078,0.0,0.441,3,16.93,16.51,15.34,18.99,70,0.0,75,2,10.94,1,11,2021,0,13,1,13,2021-11-01,False,3,0,0.52,0.85,1,0.36,1
2021-11-01 14:00:00,0.307,0.0,0.235,1,16.86,16.3,16.68,18.43,65,0.0,64,2,9.77,1,11,2021,0,14,1,14,2021-11-01,False,3,0,0.54,0.44,1,-0.07,1
2021-11-01 15:00:00,0.452,0.0,0.134,0,15.82,15.18,14.23,17.88,66,0.0,51,2,9.0,1,11,2021,0,15,1,15,2021-11-01,False,3,0,0.59,0.23,1,-0.32,1
2021-11-01 16:00:00,0.509,0.0,0.049,0,15.81,15.38,14.79,17.32,74,0.0,53,2,10.7,1,11,2021,0,16,1,16,2021-11-01,False,3,0,0.56,0.09,1,-0.46,1
2021-11-01 17:00:00,0.545,0.0,0.0,0,14.74,14.33,14.23,17.32,79,0.0,65,2,10.63,1,11,2021,0,17,1,17,2021-11-01,False,3,0,0.55,0.0,1,-0.55,1
2021-11-01 18:00:00,0.454,0.0,0.0,0,14.2,13.84,13.12,16.21,83,0.0,96,3,10.85,1,11,2021,0,18,1,18,2021-11-01,False,3,0,0.45,0.0,1,-0.45,0
2021-11-01 19:00:00,0.443,0.0,0.0,0,14.15,13.87,12.57,15.72,86,0.0,99,3,11.34,1,11,2021,0,19,1,19,2021-11-01,False,3,0,0.44,0.0,0,-0.44,0
2021-11-01 20:00:00,0.92,0.0,0.0,0,13.65,13.39,12.57,15.72,89,0.0,96,3,11.36,1,11,2021,0,20,1,20,2021-11-01,False,3,0,0.92,0.0,0,-0.92,0
2021-11-01 21:00:00,0.539,0.0,0.0,0,13.13,12.85,12.57,15.72,90,0.0,99,3,11.0,1,11,2021,0,21,1,21,2021-11-01,False,3,0,0.54,0.0,0,-0.54,0
2021-11-01 22:00:00,0.418,0.0,0.0,0,13.13,12.85,12.57,15.72,90,0.0,100,3,11.0,1,11,2021,0,22,1,22,2021-11-01,False,3,0,0.42,0.0,0,-0.42,0
2021-11-01 23:00:00,0.486,0.0,0.0,0,13.08,12.77,12.57,14.72,89,0.0,100,3,10.8,1,11,2021,0,23,1,23,2021-11-01,False,3,0,0.49,0.0,0,-0.49,0
2021-11-02 00:00:00,0.514,0.0,0.0,0,13.0,12.68,12.57,13.99,89,0.0,100,3,10.73,2,11,2021,1,0,0,0,2021-11-02,False,3,0,0.51,0.0,0,-0.51,0
2021-11-02 01:00:00,0.544,0.0,0.0,0,13.04,12.72,12.57,14.72,89,0.0,100,3,10.77,2,11,2021,1,1,0,1,2021-11-02,False,3,0,0.54,0.0,0,-0.54,0
2021-11-02 02:00:00,0.268,0.0,0.0,0,12.52,12.23,12.37,14.72,92,0.0,100,3,10.74,2,11,2021,1,2,0,2,2021-11-02,False,3,0,0.27,0.0,0,-0.27,0
2021-11-02 03:00:00,0.254,0.0,0.0,0,12.39,12.11,12.37,12.79,93,0.0,99,3,10.8,2,11,2021,1,3,0,3,2021-11-02,False,3,0,0.25,0.0,0,-0.25,0
2021-11-02 04:00:00,0.253,0.0,0.0,0,12.4,12.12,12.23,13.43,93,0.13,99,5,10.81,2,11,2021,1,4,0,4,2021-11-02,False,3,0,0.25,0.0,0,-0.25,0
2021-11-02 05:00:00,0.254,0.0,0.0,0,12.93,12.71,12.57,12.93,93,0.48,100,5,11.33,2,11,2021,1,5,0,5,2021-11-02,False,3,0,0.25,0.0,0,-0.25,0
2021-11-02 06:00:00,0.253,0.0,0.0,0,12.93,12.71,12.57,12.93,93,0.16,98,5,11.33,2,11,2021,1,6,0,6,2021-11-02,False,3,0,0.25,0.0,0,-0.25,0
2021-11-02 07:00:00,0.276,0.0,0.01,0,12.93,12.71,12.57,13.44,93,0.64,98,5,11.34,2,11,2021,1,7,0,7,2021-11-02,False,3,0,0.29,0.03,1,-0.27,0
2021-11-02 08:00:00,0.412,0.0,0.088,0,12.93,12.73,12.79,13.44,94,0.39,96,5,11.5,2,11,2021,1,8,0,8,2021-11-02,False,3,0,0.5,0.18,1,-0.32,1
2021-11-02 09:00:00,0.312,0.0,0.214,1,13.55,13.42,13.12,14.72,94,0.46,99,5,12.1,2,11,2021,1,9,0,9,2021-11-02,False,3,0,0.53,0.4,1,-0.1,1
2021-11-02 10:00:00,0.53,0.0,0.146,0,13.65,13.5,13.48,15.72,93,0.85,88,5,12.01,2,11,2021,1,10,0,10,2021-11-02,False,3,0,0.68,0.21,1,-0.38,1
2021-11-02 11:00:00,0.121,0.0,0.256,2,14.16,14.06,13.34,15.72,93,0.73,84,5,12.54,2,11,2021,1,11,0,11,2021-11-02,False,3,0,0.38,0.67,1,0.14,1
2021-11-02 12:00:00,0.194,0.0,0.289,2,14.19,14.12,14.04,16.21,94,1.51,72,6,12.72,2,11,2021,1,12,0,12,2021-11-02,False,3,0,0.48,0.6,1,0.09,1
2021-11-02 13:00:00,0.177,0.0,0.242,1,14.08,14.0,13.9,14.72,94,1.01,78,6,12.63,2,11,2021,1,13,0,13,2021-11-02,False,3,0,0.42,0.58,1,0.06,1
2021-11-02 14:00:00,0.136,0.0,0.176,1,14.1,13.99,13.34,15.1,93,1.98,97,6,12.48,2,11,2021,1,14,0,14,2021-11-02,False,3,0,0.31,0.57,1,0.04,1
2021-11-02 15:00:00,0.299,0.0,0.164,1,14.67,14.62,13.68,15.72,93,1.41,100,6,13.06,2,11,2021,1,15,0,15,2021-11-02,False,3,0,0.46,0.36,1,-0.13,1
2021-11-02 16:00:00,0.508,0.0,0.068,0,14.12,14.02,13.12,15.66,93,0.88,98,5,12.51,2,11,2021,1,16,0,16,2021-11-02,False,3,0,0.58,0.12,1,-0.44,1
2021-11-02 17:00:00,0.457,0.0,0.001,0,13.01,12.74,12.01,14.54,91,0.18,97,5,11.07,2,11,2021,1,17,0,17,2021-11-02,False,3,0,0.46,0.0,1,-0.46,1
2021-11-02 18:00:00,0.966,0.0,0.0,0,12.38,12.08,12.23,12.88,92,0.17,97,5,10.63,2,11,2021,1,18,0,18,2021-11-02,False,3,0,0.97,0.0,1,-0.97,0
2021-11-02 19:00:00,1.137,0.0,0.0,0,11.93,11.61,10.34,13.72,93,0.57,82,5,10.33,2,11,2021,1,19,0,19,2021-11-02,False,3,0,1.14,0.0,0,-1.14,0
2021-11-02 20:00:00,0.77,0.0,0.0,0,11.82,11.49,11.68,12.33,93,0.13,50,5,10.24,2,11,2021,1,20,0,20,2021-11-02,False,3,0,0.77,0.0,0,-0.77,0
2021-11-02 21:00:00,0.453,0.0,0.0,0,11.28,10.89,11.12,11.78,93,0.0,40,4,9.69,2,11,2021,1,21,0,21,2021-11-02,False,3,0,0.45,0.0,0,-0.45,0
2021-11-02 22:00:00,0.395,0.0,0.0,0,10.71,10.26,10.57,11.78,93,0.0,49,4,9.13,2,11,2021,1,22,0,22,2021-11-02,False,3,0,0.4,0.0,0,-0.4,0
2021-11-02 23:00:00,0.393,0.0,0.0,0,9.71,8.97,9.23,11.78,92,0.0,57,2,7.97,2,11,2021,1,23,0,23,2021-11-02,False,3,0,0.39,0.0,0,-0.39,0
2021-11-03 00:00:00,0.248,0.0,0.0,0,9.17,8.88,8.68,10.72,91,0.0,66,2,7.28,3,11,2021,2,0,0,0,2021-11-03,False,3,0,0.25,0.0,0,-0.25,0
2021-11-03 01:00:00,0.247,0.0,0.0,0,8.54,8.54,8.48,10.1,92,0.0,45,4,6.82,3,11,2021,2,1,0,1,2021-11-03,False,3,0,0.25,0.0,0,-0.25,0
2021-11-03 02:00:00,0.249,0.0,0.0,0,8.54,8.54,7.57,10.1,93,0.0,40,4,6.98,3,11,2021,2,2,0,2,2021-11-03,False,3,0,0.25,0.0,0,-0.25,0
2021-11-03 03:00:00,0.26,0.0,0.0,0,8.02,7.48,7.57,9.54,94,0.0,28,4,6.61,3,11,2021,2,3,0,3,2021-11-03,False,3,0,0.26,0.0,0,-0.26,0
2021-11-03 04:00:00,0.258,0.0,0.0,0,8.0,6.81,7.01,9.45,94,0.0,30,4,6.6,3,11,2021,2,4,0,4,2021-11-03,False,3,0,0.26,0.0,0,-0.26,0
2021-11-03 05:00:00,0.258,0.0,0.0,0,7.95,6.98,7.01,8.99,94,0.0,33,4,6.55,3,11,2021,2,5,0,5,2021-11-03,False,3,0,0.26,0.0,0,-0.26,0
2021-11-03 06:00:00,0.341,0.0,0.0,0,7.36,7.36,6.72,7.88,94,0.0,21,1,5.97,3,11,2021,2,6,0,6,2021-11-03,False,3,0,0.34,0.0,0,-0.34,0
2021-11-03 07:00:00,0.62,0.0,0.013,0,7.48,7.48,7.01,9.0,94,0.0,17,1,6.07,3,11,2021,2,7,0,7,2021-11-03,False,3,0,0.63,0.02,1,-0.61,0
2021-11-03 08:00:00,0.608,0.0,0.123,0,7.46,7.46,7.37,9.0,94,0.0,36,4,6.05,3,11,2021,2,8,0,8,2021-11-03,False,3,0,0.73,0.17,1,-0.48,1
2021-11-03 09:00:00,0.014,0.0,0.241,2,9.69,9.69,8.12,11.72,93,0.0,64,2,8.11,3,11,2021,2,9,0,9,2021-11-03,False,3,0,0.26,0.93,1,0.23,1
2021-11-03 10:00:00,0.0,0.0,0.264,3,10.81,10.24,9.23,14.0,88,0.0,61,2,8.39,3,11,2021,2,10,0,10,2021-11-03,False,3,0,0.26,1.02,1,0.26,1
2021-11-03 11:00:00,0.0,0.0,0.27,4,11.43,10.87,11.26,13.99,86,0.0,91,3,8.66,3,11,2021,2,11,0,11,2021-11-03,False,3,0,0.27,1.0,1,0.27,1
2021-11-03 12:00:00,0.033,0.0,0.33,4,12.98,12.42,12.01,14.0,80,0.0,99,3,9.13,3,11,2021,2,12,0,12,2021-11-03,False,3,0,0.36,0.92,1,0.3,1
2021-11-03 13:00:00,0.009,0.0,0.399,4,12.99,12.33,12.93,14.55,76,0.0,100,3,8.37,3,11,2021,2,13,0,13,2021-11-03,False,3,0,0.41,0.97,1,0.39,1
2021-11-03 14:00:00,0.103,0.0,0.294,2,13.05,12.37,12.57,15.1,75,0.0,87,3,8.23,3,11,2021,2,14,0,14,2021-11-03,False,3,0,0.4,0.73,1,0.19,1
2021-11-03 15:00:00,0.075,0.0,0.173,2,12.53,11.9,12.37,15.1,79,0.0,47,4,8.5,3,11,2021,2,15,0,15,2021-11-03,False,3,0,0.25,0.69,1,0.1,1
2021-11-03 16:00:00,0.209,0.0,0.037,0,13.5,12.84,13.44,14.54,74,0.0,44,4,8.48,3,11,2021,2,16,0,16,2021-11-03,False,3,0,0.25,0.15,1,-0.17,1
2021-11-03 17:00:00,0.255,0.0,0.0,0,10.92,10.29,10.7,13.99,85,0.0,32,4,7.98,3,11,2021,2,17,0,17,2021-11-03,False,3,0,0.26,0.0,1,-0.26,1
2021-11-03 18:00:00,0.403,0.0,0.0,0,10.3,9.63,9.79,12.32,86,0.0,32,4,7.56,3,11,2021,2,18,0,18,2021-11-03,False,3,0,0.4,0.0,1,-0.4,0
2021-11-03 19:00:00,0.506,0.0,0.0,0,10.24,9.54,9.23,11.78,85,0.0,33,4,7.33,3,11,2021,2,19,0,19,2021-11-03,False,3,0,0.51,0.0,0,-0.51,0
2021-11-03 20:00:00,0.324,0.0,0.0,0,9.16,8.38,8.68,11.22,89,0.0,28,4,6.94,3,11,2021,2,20,0,20,2021-11-03,False,3,0,0.32,0.0,0,-0.32,0
2021-11-03 21:00:00,0.459,0.0,0.0,0,9.08,8.55,7.57,11.22,88,0.0,18,1,6.71,3,11,2021,2,21,0,21,2021-11-03,False,3,0,0.46,0.0,0,-0.46,0
2021-11-03 22:00:00,0.51,0.0,0.0,0,8.55,8.55,6.45,11.22,90,0.0,15,1,6.51,3,11,2021,2,22,0,22,2021-11-03,False,3,0,0.51,0.0,0,-0.51,0
2021-11-03 23:00:00,0.366,0.0,0.0,0,8.03,8.03,5.9,10.67,91,0.0,26,4,6.15,3,11,2021,2,23,0,23,2021-11-03,False,3,0,0.37,0.0,0,-0.37,0
2021-11-04 00:00:00,0.27,0.0,0.0,0,7.96,7.96,5.34,10.67,91,0.0,54,2,6.09,4,11,2021,3,0,0,0,2021-11-04,False,3,0,0.27,0.0,0,-0.27,0
2021-11-04 01:00:00,0.255,0.0,0.0,0,7.87,7.87,5.9,7.93,92,0.0,78,2,6.18,4,11,2021,3,1,0,1,2021-11-04,False,3,0,0.26,0.0,0,-0.26,0
2021-11-04 02:00:00,0.255,0.0,0.0,0,7.35,7.35,6.72,7.37,92,0.0,72,2,5.65,4,11,2021,3,2,0,2,2021-11-04,False,3,0,0.26,0.0,0,-0.26,0
2021-11-04 03:00:00,0.252,0.0,0.0,0,7.82,7.16,5.72,7.93,91,0.0,53,2,5.98,4,11,2021,3,3,0,3,2021-11-04,False,3,0,0.25,0.0,0,-0.25,0
2021-11-04 04:00:00,0.239,0.0,0.0,0,6.81,5.66,5.9,6.82,91,0.0,50,4,4.96,4,11,2021,3,4,0,4,2021-11-04,False,3,0,0.24,0.0,0,-0.24,0
2021-11-04 05:00:00,0.319,0.0,0.0,0,6.77,5.4,5.72,6.82,92,0.0,49,4,5.08,4,11,2021,3,5,0,5,2021-11-04,False,3,0,0.32,0.0,0,-0.32,0
2021-11-04 06:00:00,0.307,0.0,0.0,0,6.77,5.33,5.72,6.82,91,0.0,36,4,4.92,4,11,2021,3,6,0,6,2021-11-04,False,3,0,0.31,0.0,0,-0.31,0
2021-11-04 07:00:00,0.814,0.0,0.064,0,6.72,5.26,4.72,6.82,91,0.0,2,0,4.89,4,11,2021,3,7,0,7,2021-11-04,False,3,0,0.88,0.07,1,-0.75,0
2021-11-04 08:00:00,0.024,0.0,0.291,2,8.3,6.99,4.72,8.48,87,0.0,1,0,5.81,4,11,2021,3,8,0,8,2021-11-04,False,3,0,0.32,0.91,1,0.27,1
2021-11-04 09:00:00,0.0,0.0,0.278,3,10.01,9.18,7.23,10.15,81,0.0,2,0,6.45,4,11,2021,3,9,0,9,2021-11-04,False,3,0,0.28,0.99,1,0.28,1
2021-11-04 10:00:00,0.0,0.0,0.279,4,11.67,10.85,8.9,11.82,75,0.0,1,0,6.94,4,11,2021,3,10,0,10,2021-11-04,False,3,0,0.28,1.0,1,0.28,1
2021-11-04 11:00:00,0.0,0.0,0.286,4,12.94,12.2,11.45,13.99,73,0.0,0,0,7.75,4,11,2021,3,11,0,11,2021-11-04,False,3,0,0.29,0.99,1,0.29,1
2021-11-04 12:00:00,0.001,0.0,0.281,4,13.5,12.76,13.12,14.55,71,0.0,1,0,7.88,4,11,2021,3,12,0,12,2021-11-04,False,3,0,0.28,1.0,1,0.28,1
2021-11-04 13:00:00,0.001,0.0,0.276,3,14.59,13.7,13.12,14.72,61,0.0,23,1,6.7,4,11,2021,3,13,0,13,2021-11-04,False,3,0,0.28,0.99,1,0.28,1
